State,County,Cases,Population,per_gop,per_dem,cases_per_pop
Alabama,Coffee,2265,"52,342",0.758881876,0.227682597,0.043273089
Georgia,Putnam,957,"22,119",0.699367356,0.290847744,0.04326597
Texas,Falls,748,"17,297",0.681069623,0.309636393,0.043244493
New York,Richmond,20586,"476,143",0.615907044,0.376070623,0.043234911
Illinois,McLean,7408,"171,517",0.685440557,0.290753375,0.043191054
Idaho,Bannock,3792,"87,808",0.875272162,0.108864697,0.043185131
Oklahoma,Grant,187,"4,333",0.860736748,0.125786164,0.043157166
Nebraska,Nuckolls,179,"4,148",0.805749129,0.178135889,0.043153327
Oklahoma,Coal,237,"5,495",0.82844691,0.148177496,0.043130118
Missouri,St. Charles,17328,"402,022",0.800997506,0.186034913,0.043102119
Iowa,Worth,318,"7,381",0.662660256,0.319711538,0.043083593
Texas,Nolan,633,"14,714",0.771113602,0.216928251,0.043020253
Iowa,Winneshiek,860,"19,991",0.569667952,0.414128652,0.043019359
Indiana,Adams,1539,"35,777",0.543814067,0.431008972,0.043016463
Tennessee,Bradley,4649,"108,110",0.765619561,0.214257745,0.043002497
Georgia,Carroll,5158,"119,992",0.687961229,0.298087161,0.042986199
Mississippi,Adams,1318,"30,693",0.425660254,0.563580046,0.042941387
Minnesota,Ramsey,23623,"550,321",0.262550635,0.717663757,0.042925856
Tennessee,Williamson,10231,"238,412",0.619228015,0.359216557,0.042913108
Washington,Whitman,2150,"50,104",0.435056747,0.52807302,0.042910746
Kentucky,Marion,827,"19,273",0.623032595,0.354873243,0.04290977
Montana,Madison,369,"8,600",0.84751773,0.137411348,0.042906977
Georgia,Wilkes,419,"9,777",0.561344204,0.429310002,0.042855682
Illinois,DuPage,39547,"922,921",0.756746811,0.229268891,0.042849821
Indiana,Jay,875,"20,436",0.655914709,0.321336412,0.042816598
Oklahoma,Choctaw,628,"14,672",0.805555556,0.185528121,0.042802617
Nebraska,Logan,32,748,0.904444444,0.084444444,0.042780749
Alabama,Randolph,972,"22,722",0.789726534,0.203529194,0.042777924
Tennessee,Hickman,1077,"25,178",0.770646867,0.216639544,0.042775439
Indiana,Allen,16218,"379,299",0.61734483,0.356318356,0.042757824
Missouri,Greene,12531,"293,086",0.588901603,0.386075583,0.042755369
Missouri,Henry,933,"21,824",0.744153675,0.242668894,0.0427511
Georgia,Jackson,3119,"72,977",0.783036899,0.202867003,0.042739493
Colorado,Denver,31073,"727,211",0.170019908,0.809501264,0.042729002
Illinois,Vermilion,3233,"75,758",0.756080114,0.223175966,0.042675361
Georgia,McDuffie,909,"21,312",0.757870402,0.228802611,0.042652027
Mississippi,Wilkinson,368,"8,630",0.329450915,0.655574043,0.042641947
Illinois,Hamilton,346,"8,116",0.808682407,0.169687738,0.042631838
Massachusetts,Suffolk,34270,"803,907",0.177323231,0.80437108,0.042629309
Minnesota,Renville,620,"14,548",0.673444239,0.307701787,0.042617542
Kansas,Stafford,177,"4,156",0.791395046,0.191655802,0.042589028
Ohio,Allen,4353,"102,351",0.691342047,0.29358095,0.042530117
Kansas,Riley,3157,"74,232",0.860465116,0.124531133,0.042528829
Illinois,Saline,999,"23,491",0.730751873,0.251466739,0.042526925
Minnesota,Sibley,632,"14,865",0.652859925,0.32559146,0.042515977
Nevada,Washoe,20046,"471,519",0.77519751,0.200143644,0.042513663
South Carolina,Georgetown,2664,"62,680",0.558716047,0.4314934,0.042501595
Iowa,Monona,366,"8,615",0.728274174,0.263892289,0.042484039
New York,Bronx,60233,"1,418,207",0.169425248,0.824647037,0.042471233
Oklahoma,Okmulgee,1633,"38,465",0.675469853,0.30440858,0.042454179
Mississippi,Lamar,2689,"63,343",0.726657645,0.256570045,0.042451415
Oklahoma,Oklahoma,33851,"797,434",0.492128656,0.480844134,0.042449908
South Carolina,Kershaw,2823,"66,551",0.60873056,0.377620506,0.042418596
Indiana,Fountain,693,"16,346",0.806373773,0.177816608,0.042395693
Mississippi,Madison,4498,"106,272",0.571391168,0.413052016,0.042325354
Texas,Tarrant,88948,"2,102,515",0.491145688,0.49279006,0.042305525
Virginia,Lexington,315,"7,446",0.712366954,0.269640142,0.042304593
Montana,Fergus,467,"11,050",0.744566055,0.229844304,0.042262443
Colorado,Sedgwick,95,"2,248",0.777238029,0.20610687,0.042259786
South Carolina,Orangeburg,3640,"86,175",0.330129839,0.662419609,0.042239629
Minnesota,Freeborn,1279,"30,281",0.569678225,0.409742461,0.042237707
Arkansas,Monroe,283,"6,701",0.548845471,0.407104796,0.042232503
Kansas,Kingman,302,"7,152",0.840210711,0.134328358,0.042225951
Georgia,Union,1035,"24,511",0.81137763,0.179643407,0.042225939
Mississippi,Smith,672,"15,916",0.782017845,0.20837337,0.042221664
Tennessee,McMinn,2271,"53,794",0.742093931,0.242430359,0.042216604
Mississippi,Webster,409,"9,689",0.795773331,0.191509258,0.042212819
Illinois,Kendall,5443,"128,990",0.520250044,0.458751541,0.04219707
Missouri,Howard,422,"10,001",0.697976027,0.277461191,0.04219578
Illinois,Jefferson,1590,"37,684",0.728437448,0.247529727,0.042192973
New Jersey,Hudson,28370,"672,391",0.238284939,0.749241509,0.042192712
Mississippi,Greene,573,"13,586",0.824634656,0.165622825,0.042175769
Michigan,Kent,27706,"656,955",0.459325118,0.518880847,0.04217336
Illinois,Perry,882,"20,916",0.635175161,0.337248494,0.042168675
Virginia,Richmond,380,"9,023",0.299330978,0.685559648,0.042114596
Minnesota,Steele,1543,"36,649",0.599100592,0.374721893,0.042102104
Illinois,DeKalb,4415,"104,897",0.711296593,0.266064487,0.042088906
Texas,Chambers,1845,"43,837",0.801395499,0.184695716,0.042087734
Indiana,Wayne,2771,"65,884",0.770951705,0.207954545,0.04205877
Illinois,Tazewell,5532,"131,803",0.692108813,0.289455935,0.041971731
Nebraska,Seward,725,"17,284",0.709910304,0.266681251,0.041946309
California,Tulare,19553,"466,195",0.526945433,0.452114898,0.041941677
Georgia,Thomas,1864,"44,451",0.592779023,0.398480758,0.041933815
Texas,Edwards,81,"1,932",0.839285714,0.156015038,0.041925466
Missouri,Pike,767,"18,302",0.761904762,0.223393182,0.041907988
Missouri,Harrison,350,"8,352",0.836078431,0.156078431,0.04190613
Illinois,Jackson,2376,"56,750",0.804729488,0.180222143,0.041867841
Texas,Hansford,226,"5,399",0.903225806,0.08113392,0.041859604
Minnesota,Le Sueur,1209,"28,887",0.642380157,0.338003816,0.041852737
Maryland,Prince George's,38053,"909,327",0.559088304,0.41612289,0.041847432
Georgia,Tattnall,1058,"25,286",0.739816514,0.251865443,0.041841335
Kentucky,Jefferson,32073,"766,757",0.651251381,0.326349472,0.041829419
Missouri,Johnson,2261,"54,062",0.668626264,0.30089911,0.041822352
Tennessee,Hamilton,15382,"367,804",0.538794038,0.441385773,0.041821187
Nevada,Elko,2207,"52,778",0.820675105,0.151898734,0.041816666
Illinois,Scott,207,"4,951",0.770695971,0.208424908,0.041809735
California,Kern,37632,"900,202",0.496592002,0.482820624,0.041803951
Tennessee,Henry,1352,"32,345",0.746973527,0.235931888,0.041799351
South Carolina,Greenville,21843,"523,542",0.581127617,0.399101315,0.041721581
Kansas,Butler,2790,"66,911",0.753721245,0.230717185,0.04169718
Kansas,Leavenworth,3408,"81,758",0.810828025,0.169426752,0.041683994
New Mexico,Eddy,2436,"58,460",0.751614848,0.233571613,0.041669518
South Carolina,Marion,1277,"30,657",0.519220642,0.471651747,0.041654435
Iowa,Adams,150,"3,602",0.634535461,0.345220539,0.041643531
Missouri,Jefferson,9362,"225,081",0.660393213,0.3215924,0.041593915
North Carolina,Gaston,9338,"224,529",0.63389899,0.353551687,0.041589282
Tennessee,Cocke,1497,"36,004",0.819233356,0.169737727,0.041578713
Nebraska,Thayer,208,"5,003",0.774313792,0.209759404,0.041575055
Arkansas,Prairie,335,"8,062",0.797691198,0.186435786,0.041552965
North Carolina,Chowan,579,"13,943",0.574929069,0.416817127,0.041526214
Missouri,Webster,1644,"39,592",0.792231256,0.194218609,0.04152354
Texas,Caldwell,1813,"43,664",0.539763113,0.442368866,0.04152162
Minnesota,Dakota,17787,"429,021",0.418287841,0.557059828,0.041459509
Mississippi,Jackson,5947,"143,617",0.715890604,0.26515851,0.041408747
Nebraska,Otoe,663,"16,012",0.675294967,0.298699735,0.041406445
Georgia,Taylor,332,"8,020",0.629851524,0.361292003,0.041396509
Arizona,Maricopa,185580,"4,485,414",0.479297432,0.501863018,0.041374107
Illinois,Piatt,676,"16,344",0.795686575,0.186064319,0.041360744
Georgia,Dougherty,3637,"87,956",0.296205977,0.695854364,0.041350221
Indiana,Daviess,1379,"33,351",0.768358233,0.214726109,0.041348086
Idaho,Clearwater,362,"8,756",0.763244428,0.220314213,0.041343079
Illinois,Mercer,638,"15,437",0.668093607,0.30864726,0.041329274
Missouri,Lewis,404,"9,776",0.76861298,0.213588018,0.041325696
Alabama,Tallapoosa,1668,"40,367",0.713567599,0.278389506,0.041320881
Texas,Reagan,159,"3,849",0.838078292,0.153024911,0.041309431
Colorado,Fremont,1975,"47,839",0.687644664,0.286136164,0.041284308
Tennessee,Washington,5338,"129,375",0.674580489,0.306251471,0.041259903
Oklahoma,Pontotoc,1579,"38,284",0.705287206,0.268733681,0.041244384
Nebraska,Hayes,38,922,0.92481203,0.063909774,0.041214751
Minnesota,Red Lake,167,"4,055",0.662100457,0.314611872,0.041183724
Wisconsin,Green,1522,"36,960",0.475,0.507009346,0.041179654
New York,Nassau,55875,"1,356,924",0.500537798,0.489409924,0.041177693
Georgia,Dawson,1075,"26,108",0.833157076,0.154650078,0.041175119
Tennessee,Monroe,1916,"46,545",0.806882259,0.181213552,0.041164464
Oklahoma,Pottawatomie,2988,"72,592",0.718112471,0.258116019,0.041161561
Alabama,Talladega,3292,"79,978",0.624034166,0.367845804,0.041161319
Oklahoma,Johnston,456,"11,085",0.809456598,0.17360621,0.041136671
South Carolina,Greenwood,2911,"70,811",0.607104918,0.379460101,0.041109432
Wisconsin,Polk,1799,"43,783",0.630175492,0.355580035,0.041089007
Indiana,Perry,786,"19,169",0.754340836,0.227491961,0.041003704
Minnesota,Stevens,402,"9,805",0.601422082,0.379419317,0.04099949
Oklahoma,Grady,2288,"55,834",0.802476083,0.179386174,0.040978615
North Dakota,Billings,38,928,0.85150079,0.113744076,0.040948276
Minnesota,Brown,1024,"25,008",0.652943992,0.324488819,0.040946897
Georgia,Haralson,1219,"29,792",0.863999439,0.125560538,0.040917025
Georgia,Brooks,632,"15,457",0.6,0.392957746,0.040887624
Missouri,Franklin,4247,"103,967",0.707609302,0.270902326,0.0408495
Nebraska,Perkins,118,"2,891",0.855016181,0.128802589,0.040816327
Georgia,Morgan,786,"19,276",0.702947458,0.286629645,0.040776095
Wisconsin,Bayfield,613,"15,036",0.42416169,0.565457051,0.040768821
Georgia,Wilcox,352,"8,635",0.732398659,0.262724779,0.040764331
New York,Orange,15677,"384,940",0.544585441,0.442053217,0.040725827
Arkansas,Cleveland,324,"7,956",0.796265329,0.180880713,0.040723982
Tennessee,Unicoi,728,"17,883",0.794911985,0.194116229,0.040709053
Missouri,Lafayette,1331,"32,708",0.717789615,0.261663642,0.040693408
Texas,Galveston,13922,"342,139",0.606501433,0.378613262,0.040691064
Illinois,Macoupin,1828,"44,926",0.463896199,0.502442164,0.040689133
Missouri,Carroll,353,"8,679",0.817920989,0.173250938,0.040672889
Nebraska,Loup,27,664,0.814977974,0.165198238,0.040662651
Arkansas,Boone,1522,"37,432",0.79775478,0.178974449,0.040660398
South Carolina,Edgefield,1108,"27,260",0.615153337,0.372294047,0.040645635
Iowa,Montgomery,403,"9,917",0.523583765,0.453388806,0.04063729
Kentucky,Muhlenberg,1244,"30,622",0.675223598,0.309081527,0.040624388
California,Lassen,1242,"30,573",0.736550935,0.247615414,0.04062408
Georgia,Telfair,644,"15,860",0.652787416,0.342354846,0.040605296
Arkansas,Columbia,952,"23,457",0.639649123,0.325263158,0.0405849
Idaho,Franklin,563,"13,876",0.825718113,0.148534008,0.040573652
Kentucky,Shelby,1989,"49,024",0.67430142,0.307031608,0.040571965
Indiana,Marion,39125,"964,582",0.694341326,0.2865456,0.040561611
Illinois,McHenry,12483,"307,774",0.733352933,0.25268264,0.040558982
Mississippi,Kemper,395,"9,742",0.408894536,0.578144854,0.040546089
Kansas,McPherson,1157,"28,542",0.834532374,0.144438296,0.040536753
Delaware,Sussex,9493,"234,225",0.550656261,0.438206245,0.040529405
Nebraska,Kimball,147,"3,632",0.834946237,0.143548387,0.040473568
Kentucky,Henderson,1829,"45,210",0.720735167,0.26421611,0.040455651
Illinois,Alexander,233,"5,761",0.692070539,0.280552473,0.040444367
Oklahoma,Hughes,537,"13,279",0.797817583,0.189211447,0.040439792
Illinois,Brown,266,"6,578",0.599231754,0.380921895,0.040437823
Georgia,Sumter,1193,"29,524",0.471769547,0.52,0.040407804
Kentucky,Barren,1788,"44,249",0.708370357,0.279545051,0.040407693
Kansas,Kiowa,100,"2,475",0.670192536,0.309840742,0.04040404
Indiana,Ripley,1144,"28,324",0.76026707,0.220962459,0.040389775
Georgia,Crisp,903,"22,372",0.61934923,0.370839543,0.040362954
Kentucky,Graves,1504,"37,266",0.788144072,0.20010005,0.040358504
Minnesota,Hubbard,867,"21,491",0.63448596,0.345169026,0.040342469
Indiana,Blackford,474,"11,758",0.578711615,0.394697323,0.040312978
North Carolina,Pitt,7285,"180,742",0.446721644,0.540577844,0.040306072
Montana,Chouteau,227,"5,635",0.636332996,0.332996293,0.04028394
Mississippi,Hinds,9338,"231,840",0.259647236,0.723521287,0.040277778
Texas,Presidio,270,"6,704",0.325214253,0.659900767,0.040274463
Mississippi,Pike,1582,"39,288",0.485382514,0.500546448,0.040266748
Wyoming,Laramie,4006,"99,500",0.619948735,0.338370668,0.040261307
Illinois,Washington,559,"13,887",0.849159365,0.140303102,0.040253474
Idaho,Gem,729,"18,112",0.770082645,0.207603306,0.040249558
Montana,Treasure,28,696,0.810869565,0.169565217,0.040229885
Missouri,Polk,1292,"32,149",0.786838435,0.191446975,0.040187875
Minnesota,Marshall,375,"9,336",0.496090356,0.482189401,0.040167095
Georgia,Warren,211,"5,254",0.439015293,0.555016785,0.040159878
Oklahoma,Cherokee,1954,"48,657",0.63356667,0.340239359,0.040158662
Texas,Wheeler,203,"5,056",0.92380137,0.071917808,0.040150316
Montana,Musselshell,186,"4,633",0.841027421,0.143353002,0.040146773
Kansas,Wabaunsee,278,"6,931",0.932680539,0.053855569,0.040109652
Colorado,Summit,1242,"31,011",0.287779596,0.683851609,0.040050305
Indiana,Delaware,4570,"114,135",0.689383169,0.28855767,0.040040303
Oklahoma,Sequoyah,1664,"41,569",0.787274145,0.197257247,0.04002983
North Carolina,Cleveland,3916,"97,947",0.65885116,0.330345435,0.039980806
Oklahoma,Delaware,1719,"43,009",0.78614091,0.20133372,0.039968379
Mississippi,Franklin,308,"7,713",0.653125705,0.333107651,0.039932581
New Jersey,Essex,31902,"798,975",0.219752323,0.771594442,0.039928659
Georgia,Butts,995,"24,936",0.712964534,0.277532666,0.03990215
Kentucky,Logan,1081,"27,102",0.73320719,0.258278146,0.039886355
Minnesota,Meeker,926,"23,222",0.693100126,0.286444823,0.03987598
Oklahoma,Canadian,5913,"148,306",0.703099774,0.270293833,0.039870268
Georgia,Baker,121,"3,038",0.576848875,0.419292605,0.039828835
Texas,Gaines,856,"21,492",0.893120805,0.095973154,0.039828773
Kentucky,Nelson,1840,"46,233",0.708775029,0.280918728,0.039798412
Georgia,Gwinnett,37236,"936,250",0.40221244,0.584217833,0.039771429
Kentucky,Green,435,"10,941",0.71875,0.268100792,0.039758706
Nebraska,Jefferson,280,"7,046",0.703472599,0.27373847,0.039738859
Minnesota,Nicollet,1361,"34,274",0.471597447,0.503138404,0.039709401
Utah,Davis,14114,"355,481",0.604477107,0.349838267,0.03970395
South Carolina,Horry,14051,"354,081",0.661056836,0.329246039,0.03968301
Nebraska,Valley,165,"4,158",0.810972996,0.175739391,0.03968254
Virginia,Accomack,1282,"32,316",0.540833776,0.446842385,0.039670751
Wyoming,Park,1158,"29,194",0.766632732,0.203844542,0.039665685
Kansas,Johnson,23891,"602,401",0.802547771,0.180467091,0.039659629
Tennessee,Scott,875,"22,068",0.884224481,0.108926204,0.039650172
Tennessee,Roane,2116,"53,382",0.740719302,0.23284711,0.03963883
Minnesota,Otter Tail,2328,"58,746",0.654184538,0.328274497,0.03962823
Minnesota,Mahnomen,219,"5,527",0.668707255,0.30656655,0.039623666
Texas,Jim Hogg,206,"5,200",0.408554572,0.588495575,0.039615385
Nebraska,Nemaha,276,"6,972",0.709319311,0.269062226,0.039586919
Michigan,Houghton,1411,"35,684",0.55987055,0.41828479,0.039541531
Idaho,Idaho,659,"16,667",0.853785901,0.116999506,0.039539209
Indiana,Miami,1404,"35,516",0.35007934,0.63241828,0.039531479
Missouri,DeKalb,496,"12,547",0.790375878,0.192069393,0.039531362
Mississippi,Amite,486,"12,297",0.632909274,0.353866756,0.039521835
Tennessee,Lincoln,1358,"34,366",0.787030498,0.186773676,0.039515801
Kentucky,Webster,511,"12,942",0.818857106,0.166286571,0.039483851
North Carolina,Hertford,934,"23,677",0.327667611,0.668271955,0.039447565
Alabama,Limestone,3901,"98,915",0.70429093,0.277105468,0.039437901
Virginia,Manassas Park,689,"17,478",0.604494583,0.379944489,0.039420986
Arkansas,Franklin,698,"17,715",0.796288486,0.182482778,0.039401637
Alabama,Lauderdale,3653,"92,729",0.715259689,0.268907563,0.039394364
Georgia,Grady,970,"24,633",0.657404809,0.337543269,0.03937807
Georgia,Pike,746,"18,962",0.851516566,0.140270649,0.039341842
Idaho,Kootenai,6514,"165,697",0.461137371,0.49700307,0.039312721
Tennessee,Greene,2715,"69,069",0.790711765,0.184731083,0.039308518
Montana,Stillwater,379,"9,642",0.776239706,0.202383038,0.039307198
Oklahoma,Cleveland,11158,"284,014",0.556671509,0.41599459,0.039286796
Missouri,Clinton,800,"20,387",0.714980723,0.265650817,0.039240693
Oklahoma,Pittsburg,1713,"43,654",0.772762776,0.210220933,0.03924039
Michigan,Calhoun,5263,"134,159",0.547523182,0.433397389,0.039229571
Missouri,Wright,717,"18,289",0.160643332,0.821870545,0.039203893
California,Merced,10884,"277,680",0.427953436,0.550897484,0.039196197
Georgia,White,1207,"30,798",0.824919006,0.162729482,0.039190857
Missouri,Shannon,320,"8,166",0.372666903,0.611243555,0.039186872
Michigan,Gratiot,1595,"40,711",0.632024232,0.349540422,0.0391786
Indiana,Clark,4631,"118,302",0.773641769,0.207624012,0.039145577
Georgia,Brantley,748,"19,109",0.902530338,0.090240124,0.039143859
Georgia,Murray,1569,"40,096",0.841055299,0.149587368,0.039131085
Illinois,Richland,607,"15,513",0.4282397,0.549018727,0.039128473
Arkansas,Fulton,488,"12,477",0.77363672,0.202236171,0.039111966
Ohio,Darke,1999,"51,113",0.81022501,0.175350287,0.039109424
Indiana,Dearborn,1934,"49,458",0.724308099,0.252645503,0.039103886
North Carolina,Granville,2362,"60,443",0.528419977,0.461361604,0.03907814
Arkansas,Benton,10906,"279,141",0.617667791,0.351560009,0.039069861
Georgia,Pulaski,435,"11,137",0.691056911,0.299827544,0.039058993
Idaho,Teton,474,"12,142",0.706025082,0.256025082,0.03903805
Arkansas,Bradley,420,"10,763",0.639956092,0.331503842,0.039022577
Texas,Brazos,8944,"229,211",0.559932982,0.415820089,0.039020815
Idaho,Latah,1565,"40,108",0.758125791,0.217813423,0.039019647
Tennessee,Stewart,535,"13,715",0.786566927,0.195766354,0.039008385
Indiana,Tippecanoe,7624,"195,732",0.752092565,0.225750862,0.038951219
Arkansas,Pulaski,15255,"391,911",0.377045713,0.597426693,0.038924654
South Carolina,Clarendon,1313,"33,745",0.499671308,0.49303771,0.038909468
Indiana,Pike,482,"12,389",0.520362987,0.458219369,0.038905481
Massachusetts,Essex,30674,"789,034",0.250504541,0.7209889,0.038875384
Indiana,Wells,1100,"28,296",0.706883292,0.275716208,0.038874753
Georgia,Gilmer,1218,"31,369",0.813495441,0.176595745,0.038828142
Georgia,Columbia,6079,"156,714",0.620876526,0.362629577,0.038790408
North Carolina,Caldwell,3187,"82,178",0.751142844,0.238112069,0.038781669
New Mexico,San Juan,4807,"123,958",0.446933018,0.52956767,0.038779264
Michigan,Oceana,1025,"26,467",0.631534091,0.351136364,0.038727472
Wyoming,Converse,535,"13,822",0.848902282,0.123547137,0.03870641
Texas,Jefferson,9728,"251,565",0.502139122,0.486156446,0.038669926
Kansas,Barber,171,"4,427",0.772313297,0.209653916,0.038626609
Minnesota,Wabasha,835,"21,627",0.622631418,0.358419927,0.038609146
Michigan,Ottawa,11264,"291,830",0.59801635,0.384152219,0.038597814
Georgia,Barrow,3212,"83,240",0.705053003,0.274955941,0.038587218
Minnesota,Pope,434,"11,249",0.62872204,0.353041744,0.038581207
North Carolina,Richmond,1728,"44,829",0.570568529,0.421226392,0.038546477
Tennessee,Loudon,2084,"54,068",0.738178723,0.236017021,0.038544056
Missouri,Adair,976,"25,343",0.618264487,0.358421205,0.038511621
Kentucky,Owsley,170,"4,415",0.796389892,0.190902527,0.038505096
